0.100000 3.684311 5.954104 0.024401
0.128571 3.014670 4.089669 0.020223
0.157143 3.126325 4.651964 0.021568
0.185714 2.509010 2.528175 0.015900
0.214286 2.315341 1.744138 0.013207
0.242857 1.925993 1.043284 0.010214
0.271429 1.794187 0.467618 0.006838
0.300000 1.724936 0.434201 0.006589
0.328571 1.664265 0.305338 0.005526
0.357143 1.602137 0.206987 0.004550
0.385714 1.546673 0.089235 0.002987
0.414286 1.524850 0.055853 0.002363
0.442857 1.507388 0.022238 0.001491
0.471429 1.501290 0.004876 0.000698
0.500000 1.500000 0.000000 0.000000
0.528571 1.503273 0.004677 0.000684
0.557143 1.511654 0.016191 0.001272
0.585714 1.511920 0.043920 0.002096
0.614286 1.549003 0.057645 0.002401
0.642857 1.548625 0.108764 0.003298
0.671429 1.522675 0.160701 0.004009
0.700000 1.614922 0.155262 0.003940
0.728571 1.575083 0.233386 0.004831
0.757143 1.591376 0.351490 0.005929
0.785714 1.687892 0.288140 0.005368
0.814286 1.670985 0.479883 0.006927
0.842857 1.752808 0.388548 0.006233
0.871429 1.763351 0.425926 0.006526
0.900000 1.793576 0.571094 0.007557
0.928571 1.792637 0.662213 0.008138
0.957143 1.808612 0.764589 0.008744
0.985714 1.831262 0.877729 0.009369
1.014286 1.946571 0.760656 0.008722
1.042857 1.832635 1.086594 0.010424
1.071429 1.918760 1.099836 0.010487
1.100000 1.991638 1.045109 0.010223
1.128571 2.011582 1.160025 0.010770
1.157143 1.966680 1.549865 0.012449
1.185714 2.153057 1.203093 0.010969
1.214286 2.145807 1.513733 0.012303
1.242857 2.181367 1.602669 0.012660
1.271429 2.171245 1.798384 0.013410
1.300000 2.278675 1.768801 0.013300
1.328571 2.315802 1.675537 0.012944
1.357143 2.391282 1.875559 0.013695
1.385714 2.360289 2.054138 0.014332
1.414286 2.358933 2.231063 0.014937
1.442857 2.501556 1.980845 0.014074
1.471429 2.462017 2.540702 0.015940
1.500000 2.475316 2.505723 0.015829
