0.200000 145.260542 147.828219 0.064990
0.220408 135.885135 89.161602 0.050473
0.240816 128.206335 63.877606 0.042721
0.261224 122.039390 55.437723 0.039799
0.281633 116.578854 39.068371 0.033410
0.302041 112.258556 26.464488 0.027498
0.322449 109.744473 17.191150 0.022162
0.342857 107.168664 16.283269 0.021569
0.363265 104.929498 9.489885 0.016466
0.383673 103.544094 6.384596 0.013506
0.404082 102.053873 4.294245 0.011077
0.424490 101.368646 2.866274 0.009050
0.444898 100.614983 1.255939 0.005990
0.465306 100.151163 0.485171 0.003723
0.485714 100.103411 0.093492 0.001634
0.506122 100.014952 0.013319 0.000617
0.526531 100.154280 0.261351 0.002733
0.546939 100.507150 0.843231 0.004908
0.567347 101.016393 1.913837 0.007395
0.587755 101.181695 2.671644 0.008737
0.608163 101.955173 3.806453 0.010429
0.628571 102.571452 5.561522 0.012606
0.648980 103.547045 6.624011 0.013757
0.669388 104.424474 9.220501 0.016231
0.689796 105.090225 10.932968 0.017674
0.710204 105.807365 13.099205 0.019346
0.730612 107.280871 14.926030 0.020651
0.751020 107.815859 19.411154 0.023550
0.771429 109.630731 19.517656 0.023615
0.791837 110.885912 25.784339 0.027142
0.812245 111.804060 28.108003 0.028339
0.832653 112.850065 26.499391 0.027516
0.853061 114.552810 32.502311 0.030474
0.873469 115.181325 38.104291 0.032995
0.893878 116.966454 46.533276 0.036463
0.914286 119.389646 47.059915 0.036668
0.934694 121.069590 43.269474 0.035161
0.955102 121.432595 59.581462 0.041259
0.975510 122.214287 60.009650 0.041407
0.995918 122.977145 71.254305 0.045120
1.016327 125.416369 90.812404 0.050938
1.036735 128.294059 76.025550 0.046606
1.057143 129.529977 85.499142 0.049425
1.077551 129.776471 104.686676 0.054690
1.097959 131.910823 114.444390 0.057183
1.118367 134.047016 114.551388 0.057209
1.138776 134.836592 104.110226 0.054540
1.159184 136.639958 114.893673 0.057295
1.179592 137.064450 153.594666 0.066245
1.200000 137.228343 137.159906 0.062601
