0.200000 14.505555 10.827465 0.007358
0.220408 13.603613 8.373429 0.006470
0.240816 12.799928 6.332722 0.005627
0.261224 12.151701 4.714327 0.004855
0.281633 11.722154 3.802822 0.004361
0.302041 11.292043 2.770312 0.003722
0.322449 10.982997 2.059812 0.003209
0.342857 10.737610 1.517903 0.002755
0.363265 10.509525 1.027670 0.002267
0.383673 10.373104 0.733755 0.001915
0.404082 10.220386 0.451400 0.001502
0.424490 10.140096 0.270734 0.001163
0.444898 10.068469 0.138140 0.000831
0.465306 10.025530 0.050680 0.000503
0.485714 10.003192 0.008446 0.000206
0.506122 10.000238 0.001495 0.000086
0.526531 10.012372 0.026349 0.000363
0.546939 10.037851 0.082125 0.000641
0.567347 10.082160 0.159483 0.000893
0.587755 10.127691 0.264020 0.001149
0.608163 10.196500 0.382368 0.001383
0.628571 10.257107 0.530264 0.001628
0.648980 10.342033 0.676581 0.001839
0.669388 10.442486 0.881556 0.002099
0.689796 10.523723 1.063460 0.002306
0.710204 10.613240 1.259615 0.002510
0.730612 10.736379 1.498732 0.002737
0.751020 10.814495 1.758585 0.002965
0.771429 10.966793 1.961644 0.003132
0.791837 11.073564 2.274676 0.003372
0.812245 11.165231 2.591385 0.003600
0.832653 11.316919 2.884041 0.003797
0.853061 11.461207 3.195635 0.003997
0.873469 11.614991 3.394508 0.004120
0.893878 11.751331 3.709316 0.004307
0.914286 11.867826 4.115491 0.004536
0.934694 11.988964 4.322900 0.004649
0.955102 12.205540 4.748560 0.004873
0.975510 12.313692 5.206752 0.005102
0.995918 12.450437 5.560671 0.005273
1.016327 12.625738 5.882426 0.005423
1.036735 12.768870 6.301833 0.005613
1.057143 12.914738 6.748101 0.005809
1.077551 13.109931 6.981778 0.005908
1.097959 13.196191 7.881676 0.006278
1.118367 13.506008 7.932172 0.006298
1.138776 13.580873 8.579534 0.006550
1.159184 13.726213 8.803093 0.006634
1.179592 13.858351 9.541644 0.006907
1.200000 14.073393 9.835143 0.007013
