0.200000 0.724233 0.564127 0.001679
0.220408 0.670410 0.400614 0.001415
0.240816 0.640298 0.319100 0.001263
0.261224 0.606779 0.238872 0.001093
0.281633 0.586116 0.186201 0.000965
0.302041 0.564370 0.136454 0.000826
0.322449 0.546664 0.100829 0.000710
0.342857 0.537843 0.076127 0.000617
0.363265 0.526941 0.054207 0.000521
0.383673 0.517908 0.036302 0.000426
0.404082 0.510973 0.022633 0.000336
0.424490 0.505889 0.013210 0.000257
0.444898 0.503124 0.006758 0.000184
0.465306 0.501075 0.002552 0.000113
0.485714 0.499958 0.000405 0.000045
0.506122 0.499987 0.000076 0.000020
0.526531 0.500455 0.001360 0.000082
0.546939 0.502214 0.004018 0.000142
0.567347 0.504657 0.008037 0.000200
0.587755 0.505849 0.013493 0.000260
0.608163 0.509768 0.018905 0.000307
0.628571 0.514370 0.026091 0.000361
0.648980 0.515079 0.035396 0.000421
0.669388 0.520552 0.044886 0.000474
0.689796 0.525423 0.053039 0.000515
0.710204 0.531188 0.063952 0.000565
0.730612 0.537078 0.075216 0.000613
0.751020 0.543381 0.085090 0.000652
0.771429 0.546742 0.100478 0.000709
0.791837 0.553554 0.111751 0.000748
0.812245 0.560097 0.127681 0.000799
0.832653 0.563650 0.147231 0.000858
0.853061 0.571557 0.158009 0.000889
0.873469 0.579179 0.173145 0.000930
0.893878 0.585605 0.191367 0.000978
0.914286 0.598628 0.197864 0.000995
0.934694 0.598567 0.221788 0.001053
0.955102 0.611290 0.234482 0.001083
0.975510 0.613166 0.255279 0.001130
0.995918 0.621136 0.281429 0.001186
1.016327 0.632041 0.299432 0.001224
1.036735 0.638748 0.315754 0.001256
1.057143 0.649823 0.326952 0.001279
1.077551 0.656163 0.353257 0.001329
1.097959 0.662483 0.382530 0.001383
1.118367 0.674267 0.395761 0.001407
1.138776 0.679355 0.418370 0.001446
1.159184 0.688245 0.447134 0.001495
1.179592 0.695309 0.477247 0.001545
1.200000 0.699568 0.506752 0.001592
