-14.096935 6.616858 0.000000
-11.213795 7.456350 0.000000
-9.941944 8.008952 0.000000
-9.941944 8.008952 0.000000
-9.941944 8.008952 0.000000
-9.941944 8.008952 0.000000
-11.410514 4.492961 0.000000
-8.520051 2.450800 0.000270
-8.520051 2.450800 0.000270
-9.160851 3.980616 0.000019
-7.415379 3.859509 0.000804
-3.100788 3.828128 0.229104
-1.369602 7.302272 0.005034
2.597131 5.844978 0.029891
2.529644 1.208963 1.171050
2.529644 1.208963 1.171050
1.688299 -1.810359 1.243834
3.069366 2.199509 0.699681
3.069366 2.199509 0.699681
3.069366 2.199509 0.699681
3.069366 2.199509 0.699681
3.069366 2.199509 0.699681
0.852569 3.067403 1.011684
-2.595684 1.153718 1.158519
-2.595684 1.153718 1.158519
-4.909097 -0.773696 0.217731
-4.909097 -0.773696 0.217731
-4.578923 0.155891 0.336316
-4.578923 0.155891 0.336316
-4.578923 0.155891 0.336316
-3.558616 1.870731 0.575084
1.498576 2.300244 1.189286
2.697585 0.226779 1.200097
2.697585 0.226779 1.200097
2.697585 0.226779 1.200097
2.697585 0.226779 1.200097
2.697585 0.226779 1.200097
2.697585 0.226779 1.200097
0.282792 -0.570254 0.234726
-1.043729 3.909168 0.562548
-0.831291 -0.187863 0.396298
-0.848236 -3.766368 0.655517
2.627494 0.347006 1.214388
-0.006493 -2.041679 1.205924
-1.333493 -1.534476 1.203396
-1.333493 -1.534476 1.203396
0.030095 1.516530 0.937338
-0.584985 3.597118 0.769823
-0.584985 3.597118 0.769823
-0.584985 3.597118 0.769823
-0.598314 3.116626 1.016637
-0.598314 3.116626 1.016637
-0.598314 3.116626 1.016637
-1.594109 3.868774 0.497576
-1.594109 3.868774 0.497576
-1.419926 2.043310 1.242475
-1.419926 2.043310 1.242475
-4.333256 -1.776775 0.301512
-4.240157 -2.066764 0.290594
-4.240157 -2.066764 0.290594
-2.767103 0.175093 1.181008
-2.767103 0.175093 1.181008
-3.271065 -0.724281 0.927025
-3.271065 -0.724281 0.927025
-1.779125 3.161662 0.778690
-1.779125 3.161662 0.778690
-2.801196 1.294753 1.058124
-2.801196 1.294753 1.058124
-1.520816 0.915854 1.097955
-1.520816 0.915854 1.097955
1.578131 1.244093 1.196297
-3.653916 3.858354 0.142265
-0.786609 2.942130 1.076437
-0.786609 2.942130 1.076437
-0.786609 2.942130 1.076437
-0.786609 2.942130 1.076437
-2.581810 1.901874 1.000354
-0.359380 2.172859 1.239712
-0.359380 2.172859 1.239712
-0.566223 -1.371598 0.913577
1.752177 -1.235807 1.230223
0.931065 2.491350 1.212189
-2.935623 4.301931 0.162774
-2.935623 4.301931 0.162774
-2.935623 4.301931 0.162774
-3.413300 2.159178 0.566047
-3.413300 2.159178 0.566047
-3.770242 2.174923 0.424423
-5.282654 0.106738 0.147892
0.846575 -0.892318 0.713092
0.846575 -0.892318 0.713092
0.846575 -0.892318 0.713092
0.846575 -0.892318 0.713092
0.846575 -0.892318 0.713092
0.659177 -0.705462 0.489465
3.727546 -0.325300 0.717853
2.846412 1.614337 0.967337
2.450549 -2.386568 0.889889
-0.219524 -3.237684 0.981141
-0.219524 -3.237684 0.981141
-2.223639 -3.689010 0.443407
0.927590 -1.965014 1.235307
-1.404032 -2.355471 1.190213
2.825412 0.205683 1.161182
0.863538 1.380795 1.012773
4.376539 0.134627 0.413732
4.376539 0.134627 0.413732
4.376539 0.134627 0.413732
3.999584 1.571282 0.447759
3.999584 1.571282 0.447759
3.999584 1.571282 0.447759
4.187275 -0.238379 0.493163
5.213176 -2.433735 0.078537
5.213176 -2.433735 0.078537
5.213176 -2.433735 0.078537
3.888327 1.707736 0.469611
1.016292 -1.759590 1.203121
1.016292 -1.759590 1.203121
3.773940 -0.936572 0.641260
2.945334 0.322946 1.111778
3.172826 1.170214 0.910495
3.172826 1.170214 0.910495
3.172826 1.170214 0.910495
3.172826 1.170214 0.910495
3.172826 1.170214 0.910495
2.433400 0.080839 1.247271
1.781902 -0.375117 1.120910
1.781902 -0.375117 1.120910
-0.943537 -3.471906 0.794841
1.703931 -4.139046 0.375233
1.703931 -4.139046 0.375233
1.703931 -4.139046 0.375233
0.448696 -3.694056 0.728746
0.448696 -3.694056 0.728746
0.448696 -3.694056 0.728746
-1.597757 -2.357668 1.155868
-0.783929 -1.521092 1.062828
-0.783929 -1.521092 1.062828
-0.472323 -0.827370 0.478755
0.079517 -3.090665 1.055481
0.079517 -3.090665 1.055481
1.883671 -2.858468 0.888478
1.883671 -2.858468 0.888478
1.883671 -2.858468 0.888478
1.883671 -2.858468 0.888478
1.883671 -2.858468 0.888478
1.883671 -2.858468 0.888478
-1.126121 -3.557787 0.723138
-1.126121 -3.557787 0.723138
-1.390050 -0.453785 0.897638
-3.309908 -3.560928 0.246958
-1.661072 -0.087047 1.034461
-1.661072 -0.087047 1.034461
-2.603366 -2.385812 0.830685
-2.603366 -2.385812 0.830685
-2.299811 -2.927823 0.727752
-1.885417 -1.753097 1.229963
-0.343450 1.637547 1.040427
-0.343450 1.637547 1.040427
0.350522 -3.189085 0.999561
0.350522 -3.189085 0.999561
0.350522 -3.189085 0.999561
-0.060160 -2.713655 1.198126
-3.258744 0.351447 0.964625
-3.258744 0.351447 0.964625
-3.258744 0.351447 0.964625
-2.744710 -1.227989 1.093314
0.316873 -1.403147 0.879834
0.316873 -1.403147 0.879834
-2.712448 0.000997 1.198641
-2.065924 0.934370 1.246645
-1.151544 2.276290 1.233942
-1.712674 -0.443451 1.094733
-1.712674 -0.443451 1.094733
-0.655278 2.296500 1.249521
3.656287 0.926206 0.701955
2.943797 5.360361 0.046196
2.943797 5.360361 0.046196
2.943797 5.360361 0.046196
0.367808 4.860200 0.243448
1.041374 5.483723 0.099700
-1.018759 6.126357 0.039958
-0.703805 3.449328 0.836512
-0.703805 3.449328 0.836512
0.281498 -0.286209 0.097727
0.281498 -0.286209 0.097727
-0.879232 0.135285 0.426566
-0.872182 -0.337998 0.464334
-0.943087 2.973908 1.042345
-0.943087 2.973908 1.042345
-2.943090 2.543577 0.640484
-1.173612 1.087576 0.994322
-0.844375 1.244907 0.928343
-3.865435 -0.272887 0.648120
-4.544320 1.083920 0.305335
-4.544320 1.083920 0.305335
-3.552096 1.832787 0.586550
-3.044271 -1.715548 0.850489
-3.044271 -1.715548 0.850489
-3.044271 -1.715548 0.850489
-2.452020 -0.837589 1.226905
-1.465137 2.432770 1.158744
-1.465137 2.432770 1.158744
-2.812990 0.094071 1.167432
-2.812990 0.094071 1.167432
1.228232 0.382226 0.759664
-2.031167 -0.081810 1.203361
-2.031167 -0.081810 1.203361
-2.031167 -0.081810 1.203361
0.917016 -1.759469 1.188003
-0.549095 -1.829267 1.160440
-1.826336 -0.556867 1.160215
-1.826336 -0.556867 1.160215
-0.444341 -2.146948 1.238314
-0.444341 -2.146948 1.238314
1.571244 -0.476174 1.021129
1.571244 -0.476174 1.021129
1.571244 -0.476174 1.021129
2.296562 1.236426 1.223543
2.296562 1.236426 1.223543
2.296562 1.236426 1.223543
2.209802 1.371897 1.224987
0.526677 3.548939 0.800236
0.526677 3.548939 0.800236
-2.789216 3.410929 0.402605
-3.712708 1.836836 0.516918
-3.535095 1.494451 0.667276
-4.259774 -1.265987 0.387661
-4.259774 -1.265987 0.387661
-4.259774 -1.265987 0.387661
-4.099246 0.482159 0.523785
-4.099246 0.482159 0.523785
-2.754166 -0.027231 1.186618
-2.402708 -4.348749 0.218074
-1.847385 -1.323191 1.247018
-2.968933 1.052315 1.028058
-2.968933 1.052315 1.028058
0.566456 2.272390 1.249928
0.566456 2.272390 1.249928
-0.191978 1.596942 0.999802
-3.932658 2.461476 0.316195
0.285467 -0.536454 0.215376
0.782822 2.429868 1.233642
1.447095 1.235917 1.157641
1.670409 2.100600 1.206221
1.277511 1.297676 1.120924
1.277511 1.297676 1.120924
1.277511 1.297676 1.120924
1.277511 1.297676 1.120924
1.277511 1.297676 1.120924
1.711880 1.720451 1.247769
0.777083 3.572669 0.763477
0.777083 3.572669 0.763477
1.900840 0.542128 1.185458
1.900840 0.542128 1.185458
2.487016 0.354028 1.239594
2.487016 0.354028 1.239594
0.772628 -2.513726 1.219011
0.772628 -2.513726 1.219011
-0.690602 -2.967815 1.075708
-0.707070 -0.948614 0.673779
-0.374293 -4.163278 0.499515
-0.374293 -4.163278 0.499515
-0.374293 -4.163278 0.499515
-0.374293 -4.163278 0.499515
3.060827 -2.227680 0.694643
3.754102 -0.859631 0.660398
4.155717 0.498803 0.497023
3.103536 1.449743 0.887342
3.103536 1.449743 0.887342
1.449358 2.571930 1.116187
0.976509 3.708685 0.668791
0.976509 3.708685 0.668791
0.330530 2.048291 1.214837
0.330530 2.048291 1.214837
1.298440 2.171298 1.237149
3.337778 1.396791 0.783853
1.213544 2.061871 1.249389
