0.200000 2.153600 1.623691 0.004030
0.220408 2.030878 1.277084 0.003574
0.240816 1.930643 0.972029 0.003118
0.261224 1.818311 0.712849 0.002670
0.281633 1.758424 0.557414 0.002361
0.302041 1.686534 0.392921 0.001982
0.322449 1.641380 0.298272 0.001727
0.342857 1.614034 0.231178 0.001520
0.363265 1.581815 0.163327 0.001278
0.383673 1.547183 0.104072 0.001020
0.404082 1.538203 0.071888 0.000848
0.424490 1.517266 0.040523 0.000637
0.444898 1.511831 0.021687 0.000466
0.465306 1.504321 0.007822 0.000280
0.485714 1.501203 0.001304 0.000114
0.506122 1.499782 0.000229 0.000048
0.526531 1.501074 0.004111 0.000203
0.546939 1.506480 0.011908 0.000345
0.567347 1.512159 0.024053 0.000490
0.587755 1.519646 0.040018 0.000633
0.608163 1.528435 0.059474 0.000771
0.628571 1.538618 0.081057 0.000900
0.648980 1.555293 0.100066 0.001000
0.669388 1.567190 0.130299 0.001141
0.689796 1.577605 0.160570 0.001267
0.710204 1.588989 0.197570 0.001406
0.730612 1.612070 0.225619 0.001502
0.751020 1.620209 0.271377 0.001647
0.771429 1.641235 0.294740 0.001717
0.791837 1.656722 0.339815 0.001843
0.812245 1.681362 0.378373 0.001945
0.832653 1.690469 0.433206 0.002081
0.853061 1.704895 0.491988 0.002218
0.873469 1.738444 0.511865 0.002262
0.893878 1.761270 0.575953 0.002400
0.914286 1.767357 0.633615 0.002517
0.934694 1.805003 0.661533 0.002572
0.955102 1.822842 0.723789 0.002690
0.975510 1.834285 0.800291 0.002829
0.995918 1.881730 0.802018 0.002832
1.016327 1.886775 0.897326 0.002996
1.036735 1.909982 0.942154 0.003069
1.057143 1.930159 1.011330 0.003180
1.077551 1.955984 1.089211 0.003300
1.097959 1.974393 1.160665 0.003407
1.118367 1.999330 1.220905 0.003494
1.138776 2.036492 1.262334 0.003553
1.159184 2.074433 1.315679 0.003627
1.179592 2.078804 1.444829 0.003801
1.200000 2.117890 1.447654 0.003805
